site,state,date,observed_streamflow_cms,forecast_baseflow_cms
2422500,Alabama,2018-09-02,4.162569599537037,2.660648148148148
2422500,Alabama,2018-09-03,3.2847487997685185,2.6216435185185185
2422500,Alabama,2018-09-04,3.0865312002314815,2.6216435185185185
2422500,Alabama,2018-09-05,3.6528672002314817,2.545659722222222
2422500,Alabama,2018-09-06,4.445737599537036,2.4475694444444445
2422500,Alabama,2018-09-07,3.7944512002314816,2.3378472222222224
2422500,Alabama,2018-09-08,3.3696992002314814,2.2330439814814813
2422500,Alabama,2018-09-09,3.2281152002314815,2.1258101851851854
2422500,Alabama,2018-09-10,3.058214400462963,2.030497685185185
2422500,Alabama,2018-09-11,3.1997984004629627,1.9394675925925926
2422500,Alabama,2018-09-12,3.1431647997685186,1.8525462962962962
2422500,Alabama,2018-09-13,3.3696992002314814,1.7638310185185184
2422500,Alabama,2018-09-14,3.5962335995370367,1.6847800925925926
2422500,Alabama,2018-09-15,3.3130655995370373,1.6038773148148149
2422500,Alabama,2018-09-16,2.7297395196759258,1.5320023148148147
2422500,Alabama,2018-09-17,2.562670400462963,1.463310185185185
2422500,Alabama,2018-09-18,2.4578982395833333,1.3932291666666667
2422500,Alabama,2018-09-19,2.3304726400462963,1.330787037037037
2422500,Alabama,2018-09-20,2.279502400462963,1.266898148148148
2422500,Alabama,2018-09-21,3.907718400462963,1.2100694444444444
2422500,Alabama,2018-09-22,3.7378175995370366,1.1558159722222223
2422500,Alabama,2018-09-23,2.83168,1.1040277777777778
2422500,Alabama,2018-09-24,2.973264,1.054537037037037
2422500,Alabama,2018-09-25,4.417420799768519,1.0040509259259258
2422500,Alabama,2018-09-26,6.569497599537037,0.9590393518518519
2422500,Alabama,2018-09-27,22.11542079861111,0.912980324074074
2422500,Alabama,2018-09-28,22.908291203703705,0.8720543981481481
2422500,Alabama,2018-09-29,9.401177599537037,0.832962962962963
2422500,Alabama,2018-09-30,6.342963200231481,0.795625
2422500,Alabama,2018-10-01,5.380192,0.7599594907407408
2422500,Alabama,2018-10-02,4.700588799768519,0.7258912037037037
2422500,Alabama,2018-10-03,4.190886400462963,0.6911400462962963
2422500,Alabama,2018-10-04,3.8794015995370374,0.660167824074074
2422500,Alabama,2018-10-05,3.7095007997685188,0.6284606481481482
2422500,Alabama,2018-10-06,3.624550400462963,0.6002893518518518
2422500,Alabama,2018-10-07,3.4263327997685185,0.5733796296296296
2422500,Alabama,2018-10-08,3.2281152002314815,0.5476736111111111
2422500,Alabama,2018-10-09,3.114848,0.523125
2422500,Alabama,2018-10-10,3.1714815995370373,0.4996759259259259
2422500,Alabama,2018-10-11,3.2847487997685185,0.47727430555555556
2422500,Alabama,2018-10-12,3.1431647997685186,0.4544270833333333
2422500,Alabama,2018-10-13,3.0015807997685187,0.43405671296296294
2422500,Alabama,2018-10-14,2.888313599537037,0.4146006944444444
2422500,Alabama,2018-10-15,2.7863731203703703,0.3946875
2422500,Alabama,2018-10-16,2.83168,0.37699652777777776
2422500,Alabama,2018-10-17,2.8599967997685183,0.36009837962962965
2422500,Alabama,2018-10-18,2.8599967997685183,0.3439525462962963
2422500,Alabama,2018-10-19,2.7580563194444445,0.32853587962962966
2422500,Alabama,2018-10-20,2.83168,0.3138078703703704
2422500,Alabama,2018-10-21,2.83168,0.29973958333333334
2422500,Alabama,2018-10-22,2.7495612800925926,0.28630787037037037
2422500,Alabama,2018-10-23,2.704254400462963,0.27259837962962963
2422500,Alabama,2018-10-24,2.738234560185185,0.2603761574074074
2422500,Alabama,2018-10-25,2.916630400462963,0.1276099537037037
2422500,Alabama,2018-10-26,4.020985599537037,0.12431134259259259
2422500,Alabama,2018-10-27,4.219203200231481,0.0
2422500,Alabama,2018-10-28,3.4263327997685185,0.0
2422500,Alabama,2018-10-29,3.0865312002314815,0.0
2422500,Alabama,2018-10-30,2.8599967997685183,0.0
2422500,Alabama,2018-10-31,2.743897920138889,0.0
2312200,Florida,2018-09-03,12.17622400462963,7.748842592592593
2312200,Florida,2018-09-04,12.685926400462963,7.373379629629629
2312200,Florida,2018-09-05,12.459392002314816,6.878009259259259
2312200,Florida,2018-09-06,12.062956805555556,6.416030092592592
2312200,Florida,2018-09-07,11.666521597222223,5.925868055555555
2312200,Florida,2018-09-08,10.562166400462964,5.527777777777778
2312200,Florida,2018-09-09,9.825929599537037,5.105439814814815
2312200,Florida,2018-09-10,9.542761599537037,4.7153935185185185
2312200,Florida,2018-09-11,8.636624,4.355150462962963
2312200,Florida,2018-09-12,7.532268799768519,4.043287037037037
2312200,Florida,2018-09-13,6.258012799768519,3.7522569444444445
2312200,Florida,2018-09-14,5.578409599537037,3.4655671296296298
2312200,Florida,2018-09-15,5.097024,3.2007523148148147
2312200,Florida,2018-09-16,4.898806400462963,2.95625
2312200,Florida,2018-09-17,4.757222400462963,2.7576388888888888
2312200,Florida,2018-09-18,5.2669247997685185,2.546990740740741
2312200,Florida,2018-09-19,5.974844799768518,2.3523726851851854
2312200,Florida,2018-09-20,5.833260799768519,2.172627314814815
2312200,Florida,2018-09-21,5.351875200231482,2.0266782407407407
2312200,Florida,2018-09-22,4.842172799768519,1.871875
2312200,Florida,2018-09-23,4.360787200231481,1.7288773148148149
2312200,Florida,2018-09-24,3.992668799768518,1.5967592592592592
2312200,Florida,2018-09-25,3.624550400462963,1.489525462962963
2312200,Florida,2018-09-26,3.256432,1.3756944444444446
2312200,Florida,2018-09-27,2.9449472002314816,1.2706018518518518
2312200,Florida,2018-09-28,2.675937599537037,1.1735416666666667
2312200,Florida,2018-09-29,2.5230268796296293,1.0947164351851852
2312200,Florida,2018-09-30,2.358789439814815,1.0110821759259259
2312200,Florida,2018-10-01,2.2172054398148147,0.9338368055555556
2312200,Florida,2018-10-02,2.0954432002314816,0.8624942129629629
2312200,Florida,2018-10-03,1.9765126400462962,0.8045543981481481
2312200,Florida,2018-10-04,1.857582079861111,0.7430902777777778
2312200,Florida,2018-10-05,1.7386515196759258,0.6863194444444445
2312200,Florida,2018-10-06,1.6197209594907407,0.6338888888888888
2312200,Florida,2018-10-07,1.5262755196759261,0.5913078703703704
2312200,Florida,2018-10-08,1.5234438402777777,0.5461284722222223
2312200,Florida,2018-10-09,1.5829091203703705,0.5044039351851852
2312200,Florida,2018-10-10,1.3733647997685186,0.46587384259259257
2312200,Florida,2018-10-11,1.345048,0.4345717592592593
2312200,Florida,2018-10-12,1.3167312002314815,0.4013715277777778
2312200,Florida,2018-10-13,1.2770876805555555,0.37070601851851853
2312200,Florida,2018-10-14,1.2119590405092593,0.34416087962962966
2312200,Florida,2018-10-15,1.1468304,0.31938657407407406
2312200,Florida,2018-10-16,1.0817017599537038,0.29498842592592595
2312200,Florida,2018-10-17,1.0278998400462964,0.2724537037037037
2312200,Florida,2018-10-18,0.9740979200231481,0.2541435185185185
2312200,Florida,2018-10-19,0.920296,0.23472800925925927
2312200,Florida,2018-10-20,0.8664940799768519,0.2167939814814815
2312200,Florida,2018-10-21,0.8155238400462962,0.20023148148148148
2312200,Florida,2018-10-22,0.7447318400462963,0.1867824074074074
2312200,Florida,2018-10-23,0.6909299200231481,0.17251157407407408
2312200,Florida,2018-10-24,0.6541180799768518,0.15933449074074074
2312200,Florida,2018-10-25,0.6201379200231482,0.14792824074074074
2312200,Florida,2018-10-26,0.6824348799768519,0.1372800925925926
2312200,Florida,2018-10-27,0.6682764799768519,0.12678819444444445
2312200,Florida,2018-10-28,0.6286329599537037,0.11709953703703703
2312200,Florida,2018-10-29,0.5776627200231481,0.10923553240740741
2312200,Florida,2018-10-30,0.5436825599537036,0.10089004629629629
2312200,Florida,2018-10-31,0.5040390400462963,0.09318229166666667
2312200,Florida,2018-11-01,0.4842172799768519,0.08606307870370371
2388975,Georgia,2018-08-08,8.636624,6.085300925925926
2388975,Georgia,2018-08-09,8.013654400462963,6.02494212962963
2388975,Georgia,2018-08-10,7.4190015995370375,5.965104166666666
2388975,Georgia,2018-08-11,6.937616,5.87650462962963
2388975,Georgia,2018-08-12,6.597814400462963,5.789236111111111
2388975,Georgia,2018-08-13,6.229696,5.703298611111111
2388975,Georgia,2018-08-14,5.974844799768518,5.618576388888889
2388975,Georgia,2018-08-15,5.776627200231482,5.535127314814815
2388975,Georgia,2018-08-16,5.606726400462963,5.452951388888889
2388975,Georgia,2018-08-17,5.493459200231482,5.371932870370371
2388975,Georgia,2018-08-18,5.719993599537037,5.292129629629629
2388975,Georgia,2018-08-19,6.399596799768519,5.213541666666667
2388975,Georgia,2018-08-20,5.691676799768519,5.136111111111111
2388975,Georgia,2018-08-21,5.578409599537037,5.059837962962963
2388975,Georgia,2018-08-22,5.408508799768518,4.9847222222222225
2388975,Georgia,2018-08-23,5.153657599537037,4.9107060185185185
2388975,Georgia,2018-08-24,4.927123200231481,4.8377893518518515
2388975,Georgia,2018-08-25,4.813856,4.765914351851852
2388975,Georgia,2018-08-26,4.757222400462963,4.695138888888889
2388975,Georgia,2018-08-27,4.672272,4.625462962962963
2388975,Georgia,2018-08-28,4.587321599537037,4.556770833333333
2388975,Georgia,2018-08-29,4.530688,4.4890625
2388975,Georgia,2018-08-30,4.615638400462963,4.422395833333334
2388975,Georgia,2018-08-31,4.389104,4.356712962962963
2388975,Georgia,2018-09-01,4.389104,4.292013888888889
2388975,Georgia,2018-09-02,4.275836799768519,4.228298611111111
2388975,Georgia,2018-09-03,4.190886400462963,4.165451388888889
2388975,Georgia,2018-09-04,4.134252799768518,4.103587962962963
2388975,Georgia,2018-09-05,4.190886400462963,4.042650462962963
2388975,Georgia,2018-09-06,4.162569599537037,3.9825810185185184
2388975,Georgia,2018-09-07,4.304153599537037,3.9234375
2388975,Georgia,2018-09-08,4.105936,3.8652199074074076
2388975,Georgia,2018-09-09,5.323558400462963,3.8078125
2388975,Georgia,2018-09-10,4.587321599537037,3.751215277777778
2388975,Georgia,2018-09-11,4.530688,3.6955439814814817
2388975,Georgia,2018-09-12,4.360787200231481,3.6406828703703704
2388975,Georgia,2018-09-13,4.417420799768519,3.586574074074074
2388975,Georgia,2018-09-14,4.502371200231481,3.533333333333333
2388975,Georgia,2018-09-15,4.162569599537037,3.4809027777777777
2388975,Georgia,2018-09-16,4.134252799768518,3.4291666666666667
2388975,Georgia,2018-09-17,4.0776192002314815,3.3782407407407407
2388975,Georgia,2018-09-18,3.907718400462963,3.3280671296296296
2388975,Georgia,2018-09-19,3.7378175995370366,3.2786458333333335
2388975,Georgia,2018-09-20,3.624550400462963,3.229976851851852
2388975,Georgia,2018-09-21,3.5396,3.182002314814815
2388975,Georgia,2018-09-22,3.482966400462963,3.1347222222222224
2388975,Georgia,2018-09-23,3.454649599537037,3.088136574074074
2388975,Georgia,2018-09-24,3.454649599537037,3.0423032407407407
2388975,Georgia,2018-09-25,3.907718400462963,2.997164351851852
2388975,Georgia,2018-09-26,4.275836799768519,2.952662037037037
2388975,Georgia,2018-09-27,4.389104,2.908796296296296
2388975,Georgia,2018-09-28,4.615638400462963,2.8655671296296297
2388975,Georgia,2018-09-29,4.020985599537037,2.822974537037037
2388975,Georgia,2018-09-30,3.7378175995370366,2.7810763888888888
2388975,Georgia,2018-10-01,3.624550400462963,2.7398148148148147
2388975,Georgia,2018-10-02,3.5112832002314813,2.6991319444444444
2388975,Georgia,2018-10-03,3.454649599537037,2.6590277777777778
2388975,Georgia,2018-10-04,3.398016,2.619502314814815
2388975,Georgia,2018-10-05,3.3130655995370373,2.580613425925926
2388975,Georgia,2018-10-06,3.2847487997685185,2.5423032407407407
2472000,Mississippi,2018-09-13,33.98016,5.328703703703703
2472000,Mississippi,2018-09-14,22.936607997685186,5.3625
2472000,Mississippi,2018-09-15,13.08236159722222,5.433564814814815
2472000,Mississippi,2018-09-16,9.118009599537038,5.3625
2472000,Mississippi,2018-09-17,7.305734400462963,5.257638888888889
2472000,Mississippi,2018-09-18,6.201379200231481,5.137731481481482
2472000,Mississippi,2018-09-19,5.550092799768518,5.020949074074074
2472000,Mississippi,2018-09-20,5.040390400462963,4.890451388888889
2472000,Mississippi,2018-09-21,4.672272,4.7633680555555555
2472000,Mississippi,2018-09-22,4.417420799768519,4.65474537037037
2472000,Mississippi,2018-09-23,4.304153599537037,4.548900462962963
2472000,Mississippi,2018-09-24,4.417420799768519,4.430729166666667
2472000,Mississippi,2018-09-25,4.870489599537037,4.315625
2472000,Mississippi,2018-09-26,5.153657599537037,4.2034722222222225
2472000,Mississippi,2018-09-27,6.173062400462963,4.121296296296296
2472000,Mississippi,2018-09-28,8.155238400462963,4.0141782407407405
2472000,Mississippi,2018-09-29,10.307315200231482,3.909895833333333
2472000,Mississippi,2018-09-30,8.806524799768518,3.808333333333333
2472000,Mississippi,2018-10-01,7.135833599537038,3.7214699074074074
2472000,Mississippi,2018-10-02,6.144745599537037,3.636863425925926
2472000,Mississippi,2018-10-03,5.351875200231482,3.542361111111111
2472000,Mississippi,2018-10-04,4.813856,3.461574074074074
2472000,Mississippi,2018-10-05,4.474054400462963,3.3828703703703704
2472000,Mississippi,2018-10-06,4.219203200231481,3.2949652777777776
2472000,Mississippi,2018-10-07,4.049302400462962,3.209375
2472000,Mississippi,2018-10-08,3.907718400462963,3.1361689814814815
2472000,Mississippi,2018-10-09,3.8510847997685187,3.0648726851851853
2472000,Mississippi,2018-10-10,3.766134400462963,2.9852430555555554
2472000,Mississippi,2018-10-11,3.681184,2.907638888888889
2472000,Mississippi,2018-10-12,3.567916799768519,2.850810185185185
2472000,Mississippi,2018-10-13,3.482966400462963,2.776736111111111
2472000,Mississippi,2018-10-14,3.4263327997685185,2.704571759259259
2472000,Mississippi,2018-10-15,3.398016,2.6428819444444445
2472000,Mississippi,2018-10-16,3.5962335995370367,2.5828125
